Lvl,Mon,Main role,Atk Base,Str,Agi,Dex,Int,Vit,Base HP,Base ATK,Base Def
57,Ironback,Tank,Strength-based,39,12,31,13,57,4785,122,23
58,Ironback,Tank,Strength-based,39,13,32,13,58,4942,123,23
59,Ironback,Tank,Strength-based,40,13,32,14,59,5103,132,23
60,Ironback,Tank,Strength-based,41,14,33,14,59,5234,134,24
61,Ironback,Tank,Strength-based,41,14,33,14,61,5435,135,24
62,Ironback,Tank,Strength-based,42,14,35,14,61,5572,138,24
63,Ironback,Tank,Strength-based,43,14,35,14,62,5746,141,25
64,Ironback,Tank,Strength-based,44,14,35,15,63,5923,143,25
65,Ironback,Tank,Strength-based,44,14,36,15,64,6102,144,25
66,Ironback,Tank,Strength-based,45,15,36,15,65,6286,146,26
67,Ironback,Tank,Strength-based,45,15,37,16,66,6474,147,26
68,Ironback,Tank,Strength-based,46,16,37,16,67,6664,149,27
69,Ironback,Tank,Strength-based,46,16,38,17,68,6859,150,27
70,Ironback,Tank,Strength-based,47,16,38,17,69,7057,152,27
71,Ironback,Tank,Strength-based,48,16,39,17,70,7259,154,28
72,Ironback,Tank,Strength-based,49,16,41,17,70,7420,157,28
73,Ironback,Tank,Strength-based,50,16,41,18,71,7630,168,28
74,Ironback,Tank,Strength-based,50,16,41,18,73,7887,169,29
75,Ironback,Tank,Strength-based,51,16,42,18,73,8056,171,29
76,Ironback,Tank,Strength-based,52,16,43,18,74,8275,174,29
77,Ironback,Tank,Strength-based,52,16,43,18,76,8546,175,30
78,Ironback,Tank,Strength-based,53,16,43,18,77,8775,177,30
79,Ironback,Tank,Strength-based,54,16,45,18,77,8956,180,30
80,Ironback,Tank,Strength-based,54,16,45,18,79,9243,181,31
81,Ironback,Tank,Strength-based,55,16,45,18,80,9482,183,31
82,Ironback,Tank,Strength-based,56,16,46,18,81,9726,185,31
83,Ironback,Tank,Strength-based,58,16,47,18,81,9918,188,32
84,Ironback,Tank,Strength-based,58,16,47,18,83,10226,189,32
85,Ironback,Tank,Strength-based,58,16,48,18,84,10480,190,32
86,Ironback,Tank,Strength-based,59,16,49,18,85,10741,192,33
87,Ironback,Tank,Strength-based,60,16,49,18,86,11003,205,33
88,Ironback,Tank,Strength-based,61,16,50,18,87,11272,209,33
89,Ironback,Tank,Strength-based,61,16,51,18,88,11545,210,34
90,Ironback,Tank,Strength-based,62,16,51,18,89,11821,212,34
91,Ironback,Tank,Strength-based,63,16,52,18,90,12103,214,34
92,Ironback,Tank,Strength-based,64,16,52,18,91,12386,216,35
93,Ironback,Tank,Strength-based,65,16,53,18,92,12675,218,35
94,Ironback,Tank,Strength-based,65,16,54,18,93,12969,219,35
95,Ironback,Tank,Strength-based,66,16,54,18,94,13267,221,36
96,Ironback,Tank,Strength-based,67,16,55,18,95,13570,224,36
97,Ironback,Tank,Strength-based,67,16,56,18,96,13876,225,36
98,Ironback,Tank,Strength-based,68,16,57,18,97,14187,227,37
99,Ironback,Tank,Strength-based,69,16,57,18,98,14503,229,37
100,Ironback,Tank,Strength-based,70,16,58,18,99,14825,245,38
1,Moltencoil,Fighter,Dex-Based,1,7,9,3,9,179,17,3
2,Moltencoil,Fighter,Dex-Based,1,7,10,3,9,197,20,3
3,Moltencoil,Fighter,Dex-Based,1,7,11,3,10,218,23,3
4,Moltencoil,Fighter,Dex-Based,1,7,12,3,10,238,25,3
5,Moltencoil,Fighter,Dex-Based,1,7,12,3,11,263,27,3
6,Moltencoil,Fighter,Dex-Based,1,8,13,3,11,285,29,4
7,Moltencoil,Fighter,Dex-Based,1,8,14,3,11,307,32,4
8,Moltencoil,Fighter,Dex-Based,1,9,14,3,12,334,33,4
9,Moltencoil,Fighter,Dex-Based,1,9,15,3,12,359,36,4
10,Moltencoil,Fighter,Dex-Based,1,10,15,3,13,388,37,4
11,Moltencoil,Fighter,Dex-Based,1,11,16,3,13,415,40,5
12,Moltencoil,Fighter,Dex-Based,1,11,16,4,14,448,41,5
13,Moltencoil,Fighter,Dex-Based,1,11,17,5,14,476,44,5
14,Moltencoil,Fighter,Dex-Based,1,11,18,6,14,506,46,5
15,Moltencoil,Fighter,Dex-Based,1,11,18,7,15,541,48,5
16,Moltencoil,Fighter,Dex-Based,1,11,19,7,16,578,51,6
17,Moltencoil,Fighter,Dex-Based,1,11,20,7,17,616,56,6
18,Moltencoil,Fighter,Dex-Based,1,11,21,7,18,657,59,6
19,Moltencoil,Fighter,Dex-Based,1,12,21,7,19,698,60,6
20,Moltencoil,Fighter,Dex-Based,1,12,22,8,19,735,63,7
21,Moltencoil,Fighter,Dex-Based,1,13,23,8,19,772,65,7
22,Moltencoil,Fighter,Dex-Based,1,13,24,8,20,818,68,7
23,Moltencoil,Fighter,Dex-Based,1,14,24,8,21,865,69,7
24,Moltencoil,Fighter,Dex-Based,1,14,25,8,22,913,72,7
25,Moltencoil,Fighter,Dex-Based,1,15,26,8,22,955,74,8
26,Moltencoil,Fighter,Dex-Based,1,15,27,8,23,1007,77,8
27,Moltencoil,Fighter,Dex-Based,1,16,28,8,23,1051,79,8
28,Moltencoil,Fighter,Dex-Based,1,16,29,8,24,1106,82,8
29,Moltencoil,Fighter,Dex-Based,1,17,29,9,25,1162,83,8
30,Moltencoil,Fighter,Dex-Based,1,18,30,9,25,1211,91,9
31,Moltencoil,Fighter,Dex-Based,1,18,31,10,26,1270,94,9
32,Moltencoil,Fighter,Dex-Based,1,19,32,10,26,1320,96,9
33,Moltencoil,Fighter,Dex-Based,1,21,32,10,27,1383,98,9
34,Moltencoil,Fighter,Dex-Based,1,21,33,10,28,1447,100,10
35,Moltencoil,Fighter,Dex-Based,1,21,34,10,29,1513,103,10
36,Moltencoil,Fighter,Dex-Based,1,21,35,10,30,1580,105,10
37,Moltencoil,Fighter,Dex-Based,1,22,36,11,30,1638,108,10
38,Moltencoil,Fighter,Dex-Based,1,23,36,11,31,1709,109,10
39,Moltencoil,Fighter,Dex-Based,1,23,37,11,32,1783,112,11
40,Moltencoil,Fighter,Dex-Based,1,24,38,12,32,1844,114,11
41,Moltencoil,Fighter,Dex-Based,1,24,39,12,33,1920,117,11
42,Moltencoil,Fighter,Dex-Based,1,25,40,13,33,1984,126,11
43,Moltencoil,Fighter,Dex-Based,1,25,41,13,34,2064,129,11
44,Moltencoil,Fighter,Dex-Based,1,26,41,13,35,2146,131,12
45,Moltencoil,Fighter,Dex-Based,1,28,42,13,35,2215,133,12
46,Moltencoil,Fighter,Dex-Based,1,28,43,13,36,2301,136,12
47,Moltencoil,Fighter,Dex-Based,1,28,44,13,37,2387,138,12
48,Moltencoil,Fighter,Dex-Based,1,30,44,13,38,2478,140,12
49,Moltencoil,Fighter,Dex-Based,1,30,45,13,39,2570,142,13
50,Moltencoil,Fighter,Dex-Based,1,31,46,13,39,2646,145,13
51,Moltencoil,Fighter,Dex-Based,1,31,47,13,41,2760,147,13
52,Moltencoil,Fighter,Dex-Based,1,32,48,13,41,2839,150,13
53,Moltencoil,Fighter,Dex-Based,1,32,49,13,42,2940,152,14
54,Moltencoil,Fighter,Dex-Based,1,33,50,13,43,3043,164,14
55,Moltencoil,Fighter,Dex-Based,1,34,51,13,43,3125,166,14
56,Moltencoil,Fighter,Dex-Based,1,36,51,13,44,3232,168,14
57,Moltencoil,Fighter,Dex-Based,1,36,52,13,45,3340,170,14
58,Moltencoil,Fighter,Dex-Based,1,36,53,13,46,3451,173,15
59,Moltencoil,Fighter,Dex-Based,1,37,54,13,46,3541,176,15
60,Moltencoil,Fighter,Dex-Based,1,38,55,13,47,3655,178,15
61,Moltencoil,Fighter,Dex-Based,1,38,56,13,48,3774,181,15
62,Moltencoil,Fighter,Dex-Based,1,40,56,13,49,3894,182,15
63,Moltencoil,Fighter,Dex-Based,1,40,58,13,49,3990,186,16
64,Moltencoil,Fighter,Dex-Based,1,41,58,13,51,4141,187,16
65,Moltencoil,Fighter,Dex-Based,1,41,60,13,51,4241,202,16
66,Moltencoil,Fighter,Dex-Based,1,42,60,13,52,4370,203,16
67,Moltencoil,Fighter,Dex-Based,1,43,61,13,53,4501,206,17
68,Moltencoil,Fighter,Dex-Based,1,44,62,13,53,4605,208,17
69,Moltencoil,Fighter,Dex-Based,1,44,63,13,54,4741,211,17
70,Moltencoil,Fighter,Dex-Based,1,46,63,13,55,4880,212,17
71,Moltencoil,Fighter,Dex-Based,1,46,64,13,56,5021,215,17
72,Moltencoil,Fighter,Dex-Based,1,47,65,13,56,5133,218,18
73,Moltencoil,Fighter,Dex-Based,1,48,66,13,57,5279,220,18
74,Moltencoil,Fighter,Dex-Based,1,48,67,13,58,5427,223,18
75,Moltencoil,Fighter,Dex-Based,1,50,68,13,58,5544,225,18
76,Moltencoil,Fighter,Dex-Based,1,50,69,13,59,5696,228,18
77,Moltencoil,Fighter,Dex-Based,1,51,70,13,60,5852,243,19
78,Moltencoil,Fighter,Dex-Based,1,51,71,13,61,6011,246,19
79,Moltencoil,Fighter,Dex-Based,1,52,71,13,62,6173,247,19
80,Moltencoil,Fighter,Dex-Based,1,53,72,13,63,6337,250,19
81,Moltencoil,Fighter,Dex-Based,1,53,74,13,63,6464,253,19
82,Moltencoil,Fighter,Dex-Based,1,54,74,13,64,6633,255,20
83,Moltencoil,Fighter,Dex-Based,1,55,75,13,65,6806,257,20
84,Moltencoil,Fighter,Dex-Based,1,55,76,13,66,6981,260,20
85,Moltencoil,Fighter,Dex-Based,1,56,77,13,66,7116,262,20
86,Moltencoil,Fighter,Dex-Based,1,57,78,13,67,7296,265,21
87,Moltencoil,Fighter,Dex-Based,1,58,78,13,68,7479,267,21
88,Moltencoil,Fighter,Dex-Based,1,59,79,13,69,7664,269,21
89,Moltencoil,Fighter,Dex-Based,1,59,80,13,70,7854,287,21
90,Moltencoil,Fighter,Dex-Based,1,60,81,13,71,8045,289,21
91,Moltencoil,Fighter,Dex-Based,1,61,82,13,71,8192,292,22
92,Moltencoil,Fighter,Dex-Based,1,61,83,13,72,8390,294,22
93,Moltencoil,Fighter,Dex-Based,1,62,84,13,73,8589,297,22
94,Moltencoil,Fighter,Dex-Based,1,63,85,13,73,8743,299,22
95,Moltencoil,Fighter,Dex-Based,1,65,85,13,74,8948,301,22
96,Moltencoil,Fighter,Dex-Based,1,65,86,13,75,9156,303,23
97,Moltencoil,Fighter,Dex-Based,1,65,87,13,76,9368,306,23
98,Moltencoil,Fighter,Dex-Based,1,66,88,13,77,9582,308,23
99,Moltencoil,Fighter,Dex-Based,1,67,89,13,77,9747,311,23
100,Moltencoil,Fighter,Dex-Based,1,68,90,13,78,9968,331,24
1,Steamaxolotl,Supp,Int-Based,1,5,5,9,9,163,5,1
2,Steamaxolotl,Supp,Int-Based,1,5,5,10,9,176,5,1
3,Steamaxolotl,Supp,Int-Based,1,5,5,11,10,192,5,1
4,Steamaxolotl,Supp,Int-Based,1,5,5,12,10,206,5,1
5,Steamaxolotl,Supp,Int-Based,1,5,5,13,10,222,5,1
6,Steamaxolotl,Supp,Int-Based,1,6,5,13,11,239,6,1
7,Steamaxolotl,Supp,Int-Based,1,6,5,14,11,256,6,1
8,Steamaxolotl,Supp,Int-Based,1,7,5,15,11,274,6,1
9,Steamaxolotl,Supp,Int-Based,1,7,5,16,11,291,6,1
10,Steamaxolotl,Supp,Int-Based,1,7,6,16,12,313,6,2
11,Steamaxolotl,Supp,Int-Based,1,8,6,17,12,332,7,2
12,Steamaxolotl,Supp,Int-Based,1,8,7,17,13,355,7,2
13,Steamaxolotl,Supp,Int-Based,1,9,7,18,13,377,7,2
14,Steamaxolotl,Supp,Int-Based,1,9,8,19,13,398,7,2
15,Steamaxolotl,Supp,Int-Based,1,10,8,19,14,424,7,2
16,Steamaxolotl,Supp,Int-Based,1,10,8,20,15,451,8,2
17,Steamaxolotl,Supp,Int-Based,1,10,8,21,16,479,8,2
18,Steamaxolotl,Supp,Int-Based,1,10,8,21,18,513,8,2
19,Steamaxolotl,Supp,Int-Based,1,11,8,22,18,538,8,3
20,Steamaxolotl,Supp,Int-Based,1,11,9,23,18,565,9,3
21,Steamaxolotl,Supp,Int-Based,1,11,9,24,19,597,9,3
22,Steamaxolotl,Supp,Int-Based,1,11,9,25,20,630,9,3
23,Steamaxolotl,Supp,Int-Based,1,11,9,26,21,664,9,3
24,Steamaxolotl,Supp,Int-Based,1,12,9,27,21,694,9,3
25,Steamaxolotl,Supp,Int-Based,1,13,9,27,22,730,10,3
26,Steamaxolotl,Supp,Int-Based,1,13,9,29,22,762,10,3
27,Steamaxolotl,Supp,Int-Based,1,13,9,30,23,800,10,3
28,Steamaxolotl,Supp,Int-Based,1,13,9,31,24,840,10,4
29,Steamaxolotl,Supp,Int-Based,1,13,9,31,26,889,10,4
30,Steamaxolotl,Supp,Int-Based,1,14,9,32,26,924,11,4
31,Steamaxolotl,Supp,Int-Based,1,14,9,33,27,967,11,4
32,Steamaxolotl,Supp,Int-Based,1,14,9,34,28,1013,11,4
33,Steamaxolotl,Supp,Int-Based,1,14,9,35,29,1059,11,4
34,Steamaxolotl,Supp,Int-Based,1,14,9,36,30,1107,12,4
35,Steamaxolotl,Supp,Int-Based,1,14,9,37,31,1156,12,4
36,Steamaxolotl,Supp,Int-Based,1,14,9,38,32,1206,12,4
37,Steamaxolotl,Supp,Int-Based,1,14,9,39,33,1258,12,5
38,Steamaxolotl,Supp,Int-Based,1,14,9,41,33,1302,12,5
39,Steamaxolotl,Supp,Int-Based,1,14,9,41,35,1366,13,5
40,Steamaxolotl,Supp,Int-Based,1,14,11,42,35,1410,14,5
41,Steamaxolotl,Supp,Int-Based,1,14,11,43,36,1468,14,5
42,Steamaxolotl,Supp,Int-Based,1,14,11,44,37,1526,14,5
43,Steamaxolotl,Supp,Int-Based,1,14,11,45,38,1587,14,5
44,Steamaxolotl,Supp,Int-Based,1,14,11,46,39,1648,15,5
45,Steamaxolotl,Supp,Int-Based,1,14,11,47,40,1710,15,5
46,Steamaxolotl,Supp,Int-Based,1,14,11,48,41,1775,15,6
47,Steamaxolotl,Supp,Int-Based,1,14,11,49,42,1841,15,6
48,Steamaxolotl,Supp,Int-Based,1,14,11,50,43,1909,15,6
49,Steamaxolotl,Supp,Int-Based,1,14,11,51,44,1978,16,6
50,Steamaxolotl,Supp,Int-Based,1,16,11,52,44,2034,16,6
51,Steamaxolotl,Supp,Int-Based,1,16,11,53,45,2106,16,6
52,Steamaxolotl,Supp,Int-Based,1,16,11,54,46,2181,16,6
53,Steamaxolotl,Supp,Int-Based,1,16,11,55,47,2256,17,6
54,Steamaxolotl,Supp,Int-Based,1,16,11,56,48,2332,17,6
55,Steamaxolotl,Supp,Int-Based,1,17,12,56,49,2412,17,7
56,Steamaxolotl,Supp,Int-Based,1,17,12,57,50,2491,17,7
57,Steamaxolotl,Supp,Int-Based,1,18,12,58,51,2574,17,7
58,Steamaxolotl,Supp,Int-Based,1,18,12,60,51,2639,18,7
59,Steamaxolotl,Supp,Int-Based,1,18,12,61,52,2725,18,7
60,Steamaxolotl,Supp,Int-Based,1,19,13,61,53,2812,18,7
61,Steamaxolotl,Supp,Int-Based,1,19,13,62,54,2899,18,7
62,Steamaxolotl,Supp,Int-Based,1,19,13,63,55,2989,18,7
63,Steamaxolotl,Supp,Int-Based,1,21,13,64,55,3062,19,7
64,Steamaxolotl,Supp,Int-Based,1,21,13,65,56,3155,19,8
65,Steamaxolotl,Supp,Int-Based,1,21,13,66,57,3251,19,8
66,Steamaxolotl,Supp,Int-Based,1,21,14,67,58,3348,19,8
67,Steamaxolotl,Supp,Int-Based,1,21,14,68,59,3447,20,8
68,Steamaxolotl,Supp,Int-Based,1,23,14,68,60,3548,20,8
69,Steamaxolotl,Supp,Int-Based,1,23,15,69,61,3651,21,8
70,Steamaxolotl,Supp,Int-Based,1,23,15,70,62,3756,21,8
71,Steamaxolotl,Supp,Int-Based,1,23,15,71,63,3863,21,8
72,Steamaxolotl,Supp,Int-Based,1,23,15,72,64,3970,22,8
73,Steamaxolotl,Supp,Int-Based,1,24,16,73,64,4057,22,9
74,Steamaxolotl,Supp,Int-Based,1,24,16,74,65,4169,22,9
75,Steamaxolotl,Supp,Int-Based,1,24,16,75,66,4282,22,9
76,Steamaxolotl,Supp,Int-Based,1,26,17,76,66,4372,22,9
77,Steamaxolotl,Supp,Int-Based,1,26,17,77,67,4490,23,9
78,Steamaxolotl,Supp,Int-Based,1,26,17,78,68,4609,23,9
79,Steamaxolotl,Supp,Int-Based,1,26,18,79,69,4732,23,9
80,Steamaxolotl,Supp,Int-Based,1,26,18,80,70,4855,23,9
81,Steamaxolotl,Supp,Int-Based,1,28,19,80,71,4981,23,9
82,Steamaxolotl,Supp,Int-Based,1,28,19,81,72,5108,24,10
83,Steamaxolotl,Supp,Int-Based,1,28,19,82,73,5238,24,10
84,Steamaxolotl,Supp,Int-Based,1,28,19,83,74,5369,24,10
85,Steamaxolotl,Supp,Int-Based,1,28,19,84,75,5505,24,10
86,Steamaxolotl,Supp,Int-Based,1,30,20,85,75,5608,26,10
87,Steamaxolotl,Supp,Int-Based,1,30,20,86,76,5746,26,10
88,Steamaxolotl,Supp,Int-Based,1,30,21,87,77,5887,26,10
89,Steamaxolotl,Supp,Int-Based,1,30,21,88,78,6030,26,10
90,Steamaxolotl,Supp,Int-Based,1,32,21,88,79,6173,26,10
91,Steamaxolotl,Supp,Int-Based,1,32,22,89,80,6321,27,11
92,Steamaxolotl,Supp,Int-Based,1,32,22,90,81,6470,27,11
93,Steamaxolotl,Supp,Int-Based,1,32,23,91,82,6622,27,11
94,Steamaxolotl,Supp,Int-Based,1,32,23,92,83,6776,27,11
95,Steamaxolotl,Supp,Int-Based,1,34,23,93,83,6893,27,11
96,Steamaxolotl,Supp,Int-Based,1,34,23,94,84,7052,28,11
97,Steamaxolotl,Supp,Int-Based,1,34,23,95,85,7213,28,11
98,Steamaxolotl,Supp,Int-Based,1,34,23,96,86,7374,28,11
99,Steamaxolotl,Supp,Int-Based,1,34,23,97,87,7539,28,11
100,Steamaxolotl,Supp,Int-Based,1,35,23,98,88,7708,29,12
1,Tidecrown,Tank / Supp,Int-Based,1,5,5,9,9,196,5,3
2,Tidecrown,Tank / Supp,Int-Based,1,5,5,9,10,221,5,3
3,Tidecrown,Tank / Supp,Int-Based,1,5,5,10,11,247,5,3
4,Tidecrown,Tank / Supp,Int-Based,1,5,5,11,11,273,5,3
5,Tidecrown,Tank / Supp,Int-Based,1,5,5,11,12,302,6,4
6,Tidecrown,Tank / Supp,Int-Based,1,6,5,11,13,333,6,4
7,Tidecrown,Tank / Supp,Int-Based,1,6,5,12,13,362,6,4
8,Tidecrown,Tank / Supp,Int-Based,1,6,6,12,14,396,6,4
9,Tidecrown,Tank / Supp,Int-Based,1,6,6,13,14,428,7,5
10,Tidecrown,Tank / Supp,Int-Based,1,7,6,13,15,465,7,5
11,Tidecrown,Tank / Supp,Int-Based,1,8,6,14,15,500,7,5
12,Tidecrown,Tank / Supp,Int-Based,1,8,7,14,16,540,8,5
13,Tidecrown,Tank / Supp,Int-Based,1,9,7,14,17,582,8,6
14,Tidecrown,Tank / Supp,Int-Based,1,9,8,15,17,620,8,6
15,Tidecrown,Tank / Supp,Int-Based,1,10,8,15,18,665,8,6
16,Tidecrown,Tank / Supp,Int-Based,1,10,8,16,19,712,9,6
17,Tidecrown,Tank / Supp,Int-Based,1,10,8,17,20,762,9,7
18,Tidecrown,Tank / Supp,Int-Based,1,10,8,18,21,813,9,7
19,Tidecrown,Tank / Supp,Int-Based,1,10,8,20,21,857,9,7
20,Tidecrown,Tank / Supp,Int-Based,1,10,9,20,22,912,10,7
21,Tidecrown,Tank / Supp,Int-Based,1,10,9,21,23,969,10,8
22,Tidecrown,Tank / Supp,Int-Based,1,11,9,21,24,1026,10,8
23,Tidecrown,Tank / Supp,Int-Based,1,11,9,22,25,1087,11,8
24,Tidecrown,Tank / Supp,Int-Based,1,12,9,23,25,1141,11,9
25,Tidecrown,Tank / Supp,Int-Based,1,13,9,23,26,1204,11,9
26,Tidecrown,Tank / Supp,Int-Based,1,13,9,24,27,1271,11,9
27,Tidecrown,Tank / Supp,Int-Based,1,13,9,25,28,1338,12,9
28,Tidecrown,Tank / Supp,Int-Based,1,13,9,26,29,1409,12,10
29,Tidecrown,Tank / Supp,Int-Based,1,13,9,27,30,1482,12,10
30,Tidecrown,Tank / Supp,Int-Based,1,13,9,28,31,1556,12,10
31,Tidecrown,Tank / Supp,Int-Based,1,13,9,29,32,1634,13,10
32,Tidecrown,Tank / Supp,Int-Based,1,13,9,30,33,1713,13,11
33,Tidecrown,Tank / Supp,Int-Based,1,13,9,31,34,1795,13,11
34,Tidecrown,Tank / Supp,Int-Based,1,14,9,31,35,1879,14,11
35,Tidecrown,Tank / Supp,Int-Based,1,14,9,32,36,1965,14,11
36,Tidecrown,Tank / Supp,Int-Based,1,14,9,33,37,2055,14,12
37,Tidecrown,Tank / Supp,Int-Based,1,14,9,34,38,2145,14,12
38,Tidecrown,Tank / Supp,Int-Based,1,14,9,35,39,2239,15,12
39,Tidecrown,Tank / Supp,Int-Based,1,14,9,36,40,2335,15,12
40,Tidecrown,Tank / Supp,Int-Based,1,14,9,37,41,2433,15,13
41,Tidecrown,Tank / Supp,Int-Based,1,14,9,38,42,2536,15,13
42,Tidecrown,Tank / Supp,Int-Based,1,14,9,39,43,2639,16,13
43,Tidecrown,Tank / Supp,Int-Based,1,14,9,40,44,2746,16,14
44,Tidecrown,Tank / Supp,Int-Based,1,14,9,41,45,2855,16,14
45,Tidecrown,Tank / Supp,Int-Based,1,15,10,41,46,2966,18,14
46,Tidecrown,Tank / Supp,Int-Based,1,15,10,42,47,3081,18,14
47,Tidecrown,Tank / Supp,Int-Based,1,15,10,43,48,3198,18,15
48,Tidecrown,Tank / Supp,Int-Based,1,15,10,44,49,3318,18,15
49,Tidecrown,Tank / Supp,Int-Based,1,15,10,45,50,3441,19,15
50,Tidecrown,Tank / Supp,Int-Based,1,15,10,46,51,3566,19,15
51,Tidecrown,Tank / Supp,Int-Based,1,15,10,47,52,3695,19,16
52,Tidecrown,Tank / Supp,Int-Based,1,15,10,48,53,3825,19,16
53,Tidecrown,Tank / Supp,Int-Based,1,15,10,49,54,3959,20,16
54,Tidecrown,Tank / Supp,Int-Based,1,15,10,50,55,4096,20,16
55,Tidecrown,Tank / Supp,Int-Based,1,15,10,51,56,4236,20,17
56,Tidecrown,Tank / Supp,Int-Based,1,15,10,52,57,4380,21,17
57,Tidecrown,Tank / Supp,Int-Based,1,15,10,53,58,4525,21,17
58,Tidecrown,Tank / Supp,Int-Based,1,15,10,54,59,4674,21,17
59,Tidecrown,Tank / Supp,Int-Based,1,15,10,55,60,4827,21,18
60,Tidecrown,Tank / Supp,Int-Based,1,15,10,56,61,4981,22,18
61,Tidecrown,Tank / Supp,Int-Based,1,15,10,57,62,5140,22,18
62,Tidecrown,Tank / Supp,Int-Based,1,17,10,57,63,5302,22,19
63,Tidecrown,Tank / Supp,Int-Based,1,17,10,58,64,5466,22,19
64,Tidecrown,Tank / Supp,Int-Based,1,17,10,59,65,5634,23,19
65,Tidecrown,Tank / Supp,Int-Based,1,17,10,60,66,5805,23,19
66,Tidecrown,Tank / Supp,Int-Based,1,17,11,61,67,5980,23,20
67,Tidecrown,Tank / Supp,Int-Based,1,19,11,62,67,6120,24,20
68,Tidecrown,Tank / Supp,Int-Based,1,19,11,63,68,6301,24,20
69,Tidecrown,Tank / Supp,Int-Based,1,19,11,64,69,6484,24,20
70,Tidecrown,Tank / Supp,Int-Based,1,19,11,64,71,6711,24,21
71,Tidecrown,Tank / Supp,Int-Based,1,19,11,65,72,6902,25,21
72,Tidecrown,Tank / Supp,Int-Based,1,21,12,66,72,7055,25,21
73,Tidecrown,Tank / Supp,Int-Based,1,21,12,67,73,7253,25,21
74,Tidecrown,Tank / Supp,Int-Based,1,21,12,68,74,7454,25,22
75,Tidecrown,Tank / Supp,Int-Based,1,21,12,69,75,7658,26,22
76,Tidecrown,Tank / Supp,Int-Based,1,21,13,70,76,7865,26,22
77,Tidecrown,Tank / Supp,Int-Based,1,21,13,71,77,8078,26,22
78,Tidecrown,Tank / Supp,Int-Based,1,23,13,71,78,8293,27,23
79,Tidecrown,Tank / Supp,Int-Based,1,23,13,72,79,8511,27,23
80,Tidecrown,Tank / Supp,Int-Based,1,23,13,73,80,8733,27,23
81,Tidecrown,Tank / Supp,Int-Based,1,23,14,74,81,8959,27,24
82,Tidecrown,Tank / Supp,Int-Based,1,23,14,75,82,9189,28,24
83,Tidecrown,Tank / Supp,Int-Based,1,23,14,76,83,9422,28,24
84,Tidecrown,Tank / Supp,Int-Based,1,24,16,77,83,9607,29,24
85,Tidecrown,Tank / Supp,Int-Based,1,24,16,78,84,9847,29,25
86,Tidecrown,Tank / Supp,Int-Based,1,24,16,78,86,10146,30,25
87,Tidecrown,Tank / Supp,Int-Based,1,26,17,79,86,10339,30,25
88,Tidecrown,Tank / Supp,Int-Based,1,26,17,80,87,10591,30,25
89,Tidecrown,Tank / Supp,Int-Based,1,26,17,81,88,10847,31,26
90,Tidecrown,Tank / Supp,Int-Based,1,26,17,82,89,11107,31,26
91,Tidecrown,Tank / Supp,Int-Based,1,26,18,83,90,11371,31,26
92,Tidecrown,Tank / Supp,Int-Based,1,26,18,84,91,11639,31,26
93,Tidecrown,Tank / Supp,Int-Based,1,28,18,84,92,11911,32,27
94,Tidecrown,Tank / Supp,Int-Based,1,28,18,85,93,12186,32,27
95,Tidecrown,Tank / Supp,Int-Based,1,28,18,86,94,12466,32,27
96,Tidecrown,Tank / Supp,Int-Based,1,29,18,87,95,12751,32,27
97,Tidecrown,Tank / Supp,Int-Based,1,29,18,88,96,13039,33,28
98,Tidecrown,Tank / Supp,Int-Based,1,29,18,89,97,13330,33,28
99,Tidecrown,Tank / Supp,Int-Based,1,29,18,90,98,13628,33,28
100,Tidecrown,Tank / Supp,Int-Based,1,30,18,91,99,13930,34,29
1,Elderroot,Tank,Strength-based,8,3,6,3,9,207,17,3
2,Elderroot,Tank,Strength-based,8,3,6,3,10,235,18,3
3,Elderroot,Tank,Strength-based,9,3,6,3,11,267,20,3
4,Elderroot,Tank,Strength-based,9,3,6,3,12,300,21,3
5,Elderroot,Tank,Strength-based,9,3,6,3,13,334,22,3
6,Elderroot,Tank,Strength-based,9,3,6,3,14,371,24,4
7,Elderroot,Tank,Strength-based,10,3,6,3,15,410,27,4
8,Elderroot,Tank,Strength-based,11,3,7,3,15,447,29,4
9,Elderroot,Tank,Strength-based,11,3,7,3,16,489,30,4
10,Elderroot,Tank,Strength-based,11,3,8,3,17,533,32,5
11,Elderroot,Tank,Strength-based,11,3,9,3,18,579,33,5
12,Elderroot,Tank,Strength-based,12,3,10,3,18,623,36,5
13,Elderroot,Tank,Strength-based,12,3,11,3,19,672,37,5
14,Elderroot,Tank,Strength-based,12,4,11,3,20,724,39,6
15,Elderroot,Tank,Strength-based,13,4,11,4,20,772,41,6
16,Elderroot,Tank,Strength-based,14,4,11,4,21,828,43,6
17,Elderroot,Tank,Strength-based,14,5,11,4,22,888,44,6
18,Elderroot,Tank,Strength-based,14,5,11,5,23,948,45,6
19,Elderroot,Tank,Strength-based,15,5,12,5,23,1003,48,7
20,Elderroot,Tank,Strength-based,15,6,12,5,24,1067,49,7
21,Elderroot,Tank,Strength-based,16,6,12,5,25,1135,51,7
22,Elderroot,Tank,Strength-based,17,6,12,5,26,1204,53,7
23,Elderroot,Tank,Strength-based,17,6,13,5,27,1276,55,8
24,Elderroot,Tank,Strength-based,18,6,13,5,28,1351,57,8
25,Elderroot,Tank,Strength-based,19,6,13,5,29,1428,59,8
26,Elderroot,Tank,Strength-based,19,6,14,5,30,1508,60,8
27,Elderroot,Tank,Strength-based,20,6,14,6,31,1590,66,9
