id,name,family,region,design_role,combat_identity,prototype_mechanical_role,element,attack_base,basic_category,base_hp,base_attack,speed,ready_seconds,arena_move_per_second,basic_reach,passive_id,passive,passive_description,skills,default_three,habitat,source_level,sheet_source_level,encounter_source,map_species_count,availability_percent,recheck_seconds,echo_percent,live_loot_json,xp_per_participating_individual,future_boss_essence_json,proposed_not_live_loot_json,silhouette_brief,animation_brief,art_status,all_habitats_json
crystalurchin,Hexurchin,Aquatic,Moonwell,Tank,Retracting defense tank,Tank,Water,Strength-based,melee,984,26,45.45454545454545,2.2,5.6,12,innate-crystalurchin,Hexagonal Plates,"Reduce each direct physical hit by a flat 0.20 ATK after ordinary mitigation, capped at 20% of that hit's remaining damage. Never reduce damage below zero; does not affect magic or DoTs.",sig-crystalurchin-hexaspine=Hexaspine; sig-crystalurchin-lock-the-facets=Lock the Facets; sig-crystalurchin-urchin-bastion=Urchin Bastion; general-brace=Brace; general-fortify=Fortify; crystalurchin_0=Crystal Carapace; crystalurchin_1=Crystal Boulder Toss; crystalurchin_2=Crystal Fortify; crystalurchin_3=Crystal Frostbolt; crystalurchin_4=Crystal Bondguard,sig-crystalurchin-hexaspine; sig-crystalurchin-lock-the-facets; sig-crystalurchin-urchin-bastion,ruins-2,50,50,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 22, ""chanceBP"": 10000}, {""id"": ""echo:crystalurchin"", ""quantity"": 1, ""chanceBP"": 1500}]",5300,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]","A round urchin has broad hexagonal spines that fit into a faceted shell, with tiny pink tube feet and two bead-like eyes.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-2:crystalurchin"", ""map"": ""ruins-2"", ""mapName"": ""Fallen Observatory"", ""level"": 50, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 4400.4, ""y"": 2940.0000000000005, ""radiusWorldUnits"": 200}]"
dreamtapir,Dreamtapir,Beast,Moonwell,Supp,Sleep-and-recovery support,Support,Water,Int-Based,magic,461,20,51.948051948051955,1.9249999999999998,8,34,innate-dreamtapir,Dream Sipper,"When a Drowsy effect applied by Dreamtapir is consumed by an enemy active, heal the most wounded ally for 0.35 MATK. At most once every 2s.",sig-dreamtapir-drowsy-bubble=Drowsy Bubble; sig-dreamtapir-pillow-pocket=Pillow Pocket; sig-dreamtapir-nightmare-feast=Nightmare Feast; general-focused-attack=Focused Attack; general-greater-heal=Greater Heal; dreamtapir_0=Dream Lullaby; dreamtapir_1=Dream Healing Ripples; dreamtapir_2=Dream Moondust; dreamtapir_3=Dream Bubble Ward; dreamtapir_4=Dream River Cleanse,sig-dreamtapir-drowsy-bubble; sig-dreamtapir-pillow-pocket; sig-dreamtapir-nightmare-feast,ruins-2,52,52,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 23, ""chanceBP"": 10000}, {""id"": ""echo:dreamtapir"", ""quantity"": 1, ""chanceBP"": 1500}]",5500,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]","A drowsy tapir with a pillow-fold back, a long drooping snout and small bubble-like pockets visible beneath its soft belly.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-2:dreamtapir"", ""map"": ""ruins-2"", ""mapName"": ""Fallen Observatory"", ""level"": 52, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 8453.4, ""y"": 3885, ""radiusWorldUnits"": 200}]"
moongolem,Cairnkin,Skeletal / undead,Moonwell,Tank,Dedicated undead guard,Tank,Earth,Strength-based,melee,944,24,44.44444444444444,2.25,5.6,12,innate-moongolem,Still Watching,"Once per battle, when the other allied monster dies, shield the living trainer for 10% max HP for 4s and give Cairnkin 15% damage reduction for 3s. Trainer death ends combat first and cannot trigger a rescue.",sig-moongolem-jawbone-check=Jawbone Check; sig-moongolem-mortar-memory=Mortar Memory; sig-moongolem-oath-of-bones=Oath of Bones; general-brace=Brace; general-focused-attack=Focused Attack; general-fortify=Fortify; moongolem_0=Moonstone Fortify; moongolem_1=Moonstone Pebble Slam; moongolem_2=Moonstone Bondguard; moongolem_3=Moonstone Boulder Toss; moongolem_4=Moonstone Rallying Ward,sig-moongolem-jawbone-check; sig-moongolem-mortar-memory; sig-moongolem-oath-of-bones,ruins-2,54,54,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 24, ""chanceBP"": 10000}, {""id"": ""echo:moongolem"", ""quantity"": 1, ""chanceBP"": 1500}]",5700,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]","A squat skeletal guardian holds a broad jawbone shield, with thick knucklebone limbs and two shy lights deep in its skull.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-2:moongolem"", ""map"": ""ruins-2"", ""mapName"": ""Fallen Observatory"", ""level"": 54, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 9958.8, ""y"": 6510, ""radiusWorldUnits"": 200}]"
astralfox,Lunaskein,Elemental / abstract,Moonwell,DPS / Supp,Ranged disruptor,Melee DPS,Wind,Int-Based,magic,592,43,60.60606060606061,1.65,10,34,innate-astralfox,Wax and Wane,Casting a damaging signature empowers the next healing/shielding active by 20%; casting a support signature empowers the next damaging active by 15%. Store only one empowerment of each type; neither stacks.,sig-astralfox-crescent-cut=Crescent Cut; sig-astralfox-moon-hem=Moon Hem; sig-astralfox-eclipse-ribbon=Eclipse Ribbon; general-basic-ward=Basic Ward; astralfox_0=Astral Pounce; astralfox_1=Astral Wild Lunge; astralfox_2=Astral Quickstep; astralfox_3=Astral Moonbeam; astralfox_4=Astral Snowhide,sig-astralfox-crescent-cut; sig-astralfox-moon-hem; sig-astralfox-eclipse-ribbon,ruins-3,52,52,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 23, ""chanceBP"": 10000}, {""id"": ""echo:astralfox"", ""quantity"": 1, ""chanceBP"": 1500}]",5500,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]","A floating ribbon forms a long, hollow body around a crescent face; its two tapered ends curl like expressive ears.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-3:astralfox"", ""map"": ""ruins-3"", ""mapName"": ""Moonstone Cave"", ""level"": 52, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 1320, ""y"": 4284, ""radiusWorldUnits"": 200}]"
echochime,Echochime,Haunted object,Moonwell,Supp,Warning-and-cleanse support,Support,Wind,Int-Based,magic,485,22,51.948051948051955,1.9249999999999998,8,34,innate-echochime,Remember the Note,"Record the trainer's latest eligible active's primary direct damage, heal, or shield base amount and category for 3s.",sig-echochime-tuning-tap=Tuning Tap; sig-echochime-second-note=Second Note; sig-echochime-grand-refrain=Grand Refrain; general-basic-ward=Basic Ward; echochime_0=Chime Aurora; echochime_1=Chime Guiding Lantern; echochime_2=Chime Fresh Start; echochime_3=Chime Moonbeam; echochime_4=Chime Petal Ward,sig-echochime-tuning-tap; sig-echochime-second-note; sig-echochime-grand-refrain,ghost-tower-3,28,54,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 15, ""chanceBP"": 10000}, {""id"": ""echo:echochime"", ""quantity"": 1, ""chanceBP"": 1500}]",3100,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]",A small faceless bell floats above a shadow with an expressive round face and soft ears; its body has two tiny side handles.,Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-3:echochime"", ""map"": ""ghost-tower-3"", ""mapName"": ""Ghost Tower · Floor 3"", ""level"": 28, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 850, ""y"": 950, ""radiusWorldUnits"": 200}]"
pearlwyrm,Pearlweaver,Invertebrate,Moonwell,DPS,Precision ranged DPS,Ranged DPS,Water,Dex-Based,ranged,553,40,52.63157894736842,1.9000000000000001,8,34,innate-pearlwyrm,Polished Patience,"Each landed noncritical basic attack grants +4 points of CRIT chance, up to +12. Any critical direct attack consumes the accumulated bonus after resolving; misses grant nothing.",sig-pearlwyrm-pearl-prick=Pearl Prick; sig-pearlwyrm-polished-shell=Polished Shell; sig-pearlwyrm-string-of-pearls=String of Pearls; general-battle-rhythm=Battle Rhythm; general-fortify=Fortify; pearlwyrm_0=Pearl Frostbolt; pearlwyrm_1=Pearl Riptide; pearlwyrm_2=Pearl Comet; pearlwyrm_3=Pearl Ash Veil; pearlwyrm_4=Pearl Snowfall,sig-pearlwyrm-pearl-prick; sig-pearlwyrm-polished-shell; sig-pearlwyrm-string-of-pearls,ruins-3,56,56,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 24, ""chanceBP"": 10000}, {""id"": ""echo:pearlwyrm"", ""quantity"": 1, ""chanceBP"": 1500}]",5900,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]","A slender spider carries one large pearl-like abdomen, with two raised front legs and six delicate, sharply bent walking legs.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-3:pearlwyrm"", ""map"": ""ruins-3"", ""mapName"": ""Moonstone Cave"", ""level"": 56, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 3720, ""y"": 2998.8, ""radiusWorldUnits"": 200}]"
inksprite,Inksprite,Elemental / abstract,Moonwell,DPS / Supp,Debuffing ranged DPS,Ranged DPS,Water,Dex-Based,ranged,561,41,54.05405405405405,1.85,8,34,innate-inksprite,Smudged Advantage,Deal 12% more direct physical damage to enemies affected by a HIT-reducing debuff. The debuff may come from any source.,sig-inksprite-blot-flick=Blot Flick; sig-inksprite-dripping-double=Dripping Double; sig-inksprite-erase-the-face=Erase the Face; general-focused-attack=Focused Attack; general-fortify=Fortify; inksprite_0=Ink Crown Hex; inksprite_1=Ink Arc Nova; inksprite_2=Ink Frostbolt; inksprite_3=Ink Bubble Ward; inksprite_4=Ink Moonbeam,sig-inksprite-blot-flick; sig-inksprite-dripping-double; sig-inksprite-erase-the-face,ruins-3,58,58,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 25, ""chanceBP"": 10000}, {""id"": ""echo:inksprite"", ""quantity"": 1, ""chanceBP"": 1500}]",6100,null,"[{""id"": ""moonchalk"", ""name"": ""Moon Chalk"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Moonwell wall patterns"", ""status"": ""PLANNED_NOT_LIVE""}]","A flat inkblot has a crooked white grin, two long brush-tip arms and a pointed head that folds over like wet paper.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ruins-3:inksprite"", ""map"": ""ruins-3"", ""mapName"": ""Moonstone Cave"", ""level"": 58, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 8160.000000000001, ""y"": 7711.2, ""radiusWorldUnits"": 200}]"
galeibex,Hornvault,Skeletal / undead,Windstep,Tank,Mobile barrier tank,Tank,Wind,Int-Based,magic,984,26,44.9438202247191,2.225,5.6,12,innate-galeibex,Rib Reserve,Start with 3 Ribs. A direct hit consumes one Rib to reduce that hit by 20% and deal 0.30 MATK magic damage back to its attacker.,sig-galeibex-horn-sigil=Horn Sigil; sig-galeibex-bone-orbit=Bone Orbit; sig-galeibex-vaultbreaker=Vaultbreaker; general-brace=Brace; general-fortify=Fortify; galeibex_0=Gale Antler Rush; galeibex_1=Gale Wildguard; galeibex_2=Gale Fortify; galeibex_3=Gale Headwind; galeibex_4=Gale Rallying Ward,sig-galeibex-horn-sigil; sig-galeibex-bone-orbit; sig-galeibex-vaultbreaker,rise-0,62,62,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 26, ""chanceBP"": 10000}, {""id"": ""echo:galeibex"", ""quantity"": 1, ""chanceBP"": 1500}]",6500,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]",A broad horned skull floats above a ring of pale ribs; little mitten-shaped bones hover beside its softly glowing eyes.,Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-0:galeibex"", ""map"": ""rise-0"", ""mapName"": ""Windstep Prairie"", ""level"": 62, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 3354.2, ""y"": 6955.2, ""radiusWorldUnits"": 200}]"
cloudfin,Cloudfin,Aquatic,Windstep,Supp,Aerial mobility support,Support,Wind,Int-Based,magic,461,20,51.282051282051285,1.95,8,34,innate-cloudfin,Air Pocket,"Once per living ally per battle, when a direct enemy hit would remove at least 10% of that ally's max HP after mitigation and shields, delay 20% of the HP damage, capped at 0.80 MATK, for 1.5s.",sig-cloudfin-bubble-sip=Bubble Sip; sig-cloudfin-release-the-air=Release the Air; sig-cloudfin-buoyant-choir=Buoyant Choir; general-greater-heal=Greater Heal; general-basic-heal=Basic Heal; cloudfin_0=Cloud Guiding Lantern; cloudfin_1=Cloud Aurora; cloudfin_2=Cloud Bubble Ward; cloudfin_3=Cloud Healing Ripples; cloudfin_4=Cloud Headwind,sig-cloudfin-bubble-sip; sig-cloudfin-release-the-air; sig-cloudfin-buoyant-choir,rise-0,64,64,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 27, ""chanceBP"": 10000}, {""id"": ""echo:cloudfin"", ""quantity"": 1, ""chanceBP"": 1500}]",6700,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]","A soft, box-shaped fish has two large side air sacs, a tiny smiling face and a translucent sail tail larger than its body.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-0:cloudfin"", ""map"": ""rise-0"", ""mapName"": ""Windstep Prairie"", ""level"": 64, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 7465.799999999999, ""y"": 3024, ""radiusWorldUnits"": 200}]"
thunderbeetle,Brontobug,Invertebrate,Windstep,Fighter,Impact melee fighter,Tank,Wind,Strength-based,melee,944,24,45.45454545454545,2.2,5.6,12,innate-thunderbeetle,Marching Beat,Every third landed basic attack gives self a 3% max HP shield and the trainer a 2% max HP shield for 2s. One pulse per basic cycle; skills do not advance the count.,sig-thunderbeetle-drumhead-bash=Drumhead Bash; sig-thunderbeetle-battle-drumming=Battle Drumming; sig-thunderbeetle-thunder-drum=Thunder Drum; general-battle-rhythm=Battle Rhythm; general-fortify=Fortify; thunderbeetle_0=Thunder Carapace; thunderbeetle_1=Thunder Shell Bash; thunderbeetle_2=Thunder Static Bolt; thunderbeetle_3=Thunder Iron Ward; thunderbeetle_4=Thunder Bondguard,sig-thunderbeetle-drumhead-bash; sig-thunderbeetle-battle-drumming; sig-thunderbeetle-thunder-drum,rise-0,66,66,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 28, ""chanceBP"": 10000}, {""id"": ""echo:thunderbeetle"", ""quantity"": 1, ""chanceBP"": 1500}]",6900,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]","A heavy beetle has a drum-shaped abdomen, thick blocky legs and two short forked antennae over a wide, stubborn face.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-0:thunderbeetle"", ""map"": ""rise-0"", ""mapName"": ""Windstep Prairie"", ""level"": 66, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 9197, ""y"": 3830.4, ""radiusWorldUnits"": 200}]"
skyrabbit,Hopgrit,Avian,Windstep,Fighter,Leaping melee fighter,Melee DPS,Wind,Strength-based,melee,592,43,59.70149253731344,1.6749999999999998,10,12,innate-skyrabbit,Dig in the Heels,"When its current target casts an active, gain one Grit for 3s. The next landed basic attack spends Grit for +0.40 ATK physical damage and +20 HIT.",sig-skyrabbit-heel-hammer=Heel Hammer; sig-skyrabbit-plant-the-feet=Plant the Feet; sig-skyrabbit-quarry-kick=Quarry Kick; general-battle-rhythm=Battle Rhythm; general-fortify=Fortify; skyrabbit_0=Sky Quickstep; skyrabbit_1=Sky Pounce; skyrabbit_2=Sky Wild Lunge; skyrabbit_3=Sky Headwind; skyrabbit_4=Sky Snowhide,sig-skyrabbit-heel-hammer; sig-skyrabbit-plant-the-feet; sig-skyrabbit-quarry-kick,rise-1,64,64,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 27, ""chanceBP"": 10000}, {""id"": ""echo:skyrabbit"", ""quantity"": 1, ""chanceBP"": 1500}]",6700,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]","A broad, flightless bird balances a tiny stern head over enormous bent legs, with short winglets and a stiff paddle tail.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-1:skyrabbit"", ""map"": ""rise-1"", ""mapName"": ""Skybough Forest"", ""level"": 64, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 1236.4, ""y"": 3910.2000000000003, ""radiusWorldUnits"": 200}]"
razorswift,Razorwing,Invertebrate,Windstep,DPS,Aerial melee DPS,Ranged DPS,Wind,Dex-Based,ranged,545,40,52.63157894736842,1.9000000000000001,8,12,innate-razorswift,Serrated Edge,Critical basic attacks apply a 2s bleed totaling 0.40 ATK physical damage. One bleed instance per target; reapplication refreshes duration without adding stacks.,sig-razorswift-crescent-slice=Crescent Slice; sig-razorswift-blade-poise=Blade Poise; sig-razorswift-red-arc=Red Arc; general-fortify=Fortify; razorswift_0=Razor Skyneedle; razorswift_1=Razor Headwind; razorswift_2=Razor Tailwind; razorswift_3=Razor Chain Spark; razorswift_4=Razor Static Bolt,sig-razorswift-crescent-slice; sig-razorswift-blade-poise; sig-razorswift-red-arc,rise-1,66,66,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 28, ""chanceBP"": 10000}, {""id"": ""echo:razorswift"", ""quantity"": 1, ""chanceBP"": 1500}]",6900,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]","A slender insect has a single crescent gliding membrane, hooked feet and a long tail that splits into two narrow blades.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-1:razorswift"", ""map"": ""rise-1"", ""mapName"": ""Skybough Forest"", ""level"": 66, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 3709.2000000000003, ""y"": 2778.3, ""radiusWorldUnits"": 200}]"
tempestcub,Squallcub,Beast,Windstep,Fighter,Momentum brawler,Melee DPS,Wind,Strength-based,melee,608,44,60.60606060606061,1.65,10,12,innate-tempestcub,Storm Shoulders,"After a single enemy hit removes at least 6% max HP, gain one Gust for 3s. The next damaging active spends it for +0.60 ATK physical damage.",sig-tempestcub-squall-paw=Squall Paw; sig-tempestcub-stormcurl=Stormcurl; sig-tempestcub-thunderclap-paws=Thunderclap Paws; general-fortify=Fortify; tempestcub_0=Tempest Pounce; tempestcub_1=Tempest Static Bolt; tempestcub_2=Tempest Quickstep; tempestcub_3=Tempest Wild Lunge; tempestcub_4=Tempest Ash Veil,sig-tempestcub-squall-paw; sig-tempestcub-stormcurl; sig-tempestcub-thunderclap-paws,rise-1,68,68,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 28, ""chanceBP"": 10000}, {""id"": ""echo:tempestcub"", ""quantity"": 1, ""chanceBP"": 1500}]",7100,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]","A compact bear cub has huge forepaws, a small stern face and thick shoulder fur that curls into two wind-swept spirals.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-1:tempestcub"", ""map"": ""rise-1"", ""mapName"": ""Skybough Forest"", ""level"": 68, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 7755.599999999999, ""y"": 6174, ""radiusWorldUnits"": 200}]"
bouldereagle,Cragbeak,Avian,Windstep,Tank,Wing-shield tank,Tank,Earth,Dex-Based,ranged,976,26,44.9438202247191,2.225,5.6,12,innate-bouldereagle,Wing-Braced Aim,"Each direct enemy hit grants +10 HIT for the next damaging active, up to +30. All stored HIT is spent on that cast; no damage bonus is generated.",sig-bouldereagle-knuckle-peck=Knuckle Peck; sig-bouldereagle-stonewing-cross=Stonewing Cross; sig-bouldereagle-quarry-beak=Quarry Beak; general-focused-attack=Focused Attack; general-fortify=Fortify; bouldereagle_0=Boulder Boulder Toss; bouldereagle_1=Boulder Fortify; bouldereagle_2=Boulder Iron Ward; bouldereagle_3=Boulder Antler Rush; bouldereagle_4=Boulder Wildguard,sig-bouldereagle-knuckle-peck; sig-bouldereagle-stonewing-cross; sig-bouldereagle-quarry-beak,rise-1,70,70,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 29, ""chanceBP"": 10000}, {""id"": ""echo:bouldereagle"", ""quantity"": 1, ""chanceBP"": 1500}]",7300,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]","A heavy ground bird has a blunt hooked beak and broad, stone-plated wing knuckles that nearly touch its short feet.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-1:bouldereagle"", ""map"": ""rise-1"", ""mapName"": ""Skybough Forest"", ""level"": 70, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 9666.4, ""y"": 6791.400000000001, ""radiusWorldUnits"": 200}]"
whistleweasel,Whistlepod,Plant / fungus,Windstep,Supp,Rhythmic buff support,Support,Wind,Dex-Based,ranged,509,23,51.282051282051285,1.95,8,34,innate-whistleweasel,Keep the Beat,"Each landed basic attack grants one Beat, maximum 3. An ally-buffing or healing signature spends all Beats: add 0.3s per Beat to its timed buff, or +10% healing per Beat.",sig-whistleweasel-signal-seed=Signal Seed; sig-whistleweasel-marching-whistle=Marching Whistle; sig-whistleweasel-healing-refrain=Healing Refrain; general-rally=Rally; general-basic-heal=Basic Heal; whistleweasel_0=Whistle Springstep; whistleweasel_1=Whistle Moondust; whistleweasel_2=Whistle Fresh Start; whistleweasel_3=Whistle Headwind; whistleweasel_4=Whistle Petal Ward,sig-whistleweasel-signal-seed; sig-whistleweasel-marching-whistle; sig-whistleweasel-healing-refrain,rise-2,68,68,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 28, ""chanceBP"": 10000}, {""id"": ""echo:whistleweasel"", ""quantity"": 1, ""chanceBP"": 1500}]",7100,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]","A seedpod head with three round openings sits on an accordion stem, above root feet and two tiny leaf-shaped hands.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-2:whistleweasel"", ""map"": ""rise-2"", ""mapName"": ""Highwind Escarpment"", ""level"": 68, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 1166, ""y"": 4515, ""radiusWorldUnits"": 200}]"
stormstilt,Windlass,Construct,Windstep,Fighter,Spinning melee fighter,Ranged DPS,Wind,Strength-based,melee,521,38,54.05405405405405,1.85,8,12,innate-stormstilt,Flywheel,"Each landed basic attack on the same normal target grants +4% physical damage, up to 12%. Reset only when that target dies; temporary taunts pause the bonus against other targets rather than generating new stacks.",sig-stormstilt-ring-hammer=Ring Hammer; sig-stormstilt-lock-the-axle=Lock the Axle; sig-stormstilt-full-torque=Full Torque; general-battle-rhythm=Battle Rhythm; general-fortify=Fortify; stormstilt_0=Storm Skyneedle; stormstilt_1=Storm Chain Spark; stormstilt_2=Storm Static Bolt; stormstilt_3=Storm Headwind; stormstilt_4=Storm Tailwind,sig-stormstilt-ring-hammer; sig-stormstilt-lock-the-axle; sig-stormstilt-full-torque,rise-2,70,70,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 29, ""chanceBP"": 10000}, {""id"": ""echo:stormstilt"", ""quantity"": 1, ""chanceBP"": 1500}]",7300,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]","A thick metal ring surrounds a small bright eye, with two heavy stone arms and three sail-like fins along its rim.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-2:stormstilt"", ""map"": ""rise-2"", ""mapName"": ""Highwind Escarpment"", ""level"": 70, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 3614.6, ""y"": 2730, ""radiusWorldUnits"": 200}]"
